####Molesworth Cover scores for randomly located plots established  by NZ Forest Surveys Jan 2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"###Plot sizes are: Subplot1- 0.25 m2 (0.5m x 0.5m), Subplot2- 1 m2 (1m x 1m), Subplot3- 4 m2 (2m x 2m), Subplot4- 25 m2 (5m x 5m), Subplot5- 100 m2 (10m x 10m), Subplot6- 400 m2 (20m x 20m)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"##Height tiers are: 1 (0-0.1 m high); 2 (0.1-0.3); 3 (0.3-1); 4 (1-2), 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
###Some duplicted species entries removed manually,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transect,Plot No.,Species,Subplot1.Tier1,Subplot1.Tier2,Subplot1.Tier3,Subplot1.Tier4,Subplot1.Tier5,Subplot1.Tier6,Subplot2.Tier1,Subplot2.Tier2,Subplot2.Tier3,Subplot2.Tier4,Subplot2.Tier5,Subplot2.Tier6,Subplot3.Tier1,Subplot3.Tier2,Subplot3.Tier3,Subplot3.Tier4,Subplot3.Tier5,Subplot3.Tier6,Subplot4.Tier1,Subplot4.Tier2,Subplot4.Tier3,Subplot4.Tier4,Subplot4.Tier5,Subplot4.Tier6,Subplot5.Tier1,Subplot5.Tier2,Subplot5.Tier3,Subplot5.Tier4,Subplot5.Tier5,Subplot5.Tier6,Subplot6.Tier1,Subplot6.Tier2,Subplot6.Tier3,Subplot6.Tier4,Subplot6.Tier5,Subplot6.Tier6,BrowserSpecies,BrowserIntensity
H,3,FESNOV,1,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,
H,3,FESRUB,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
H,3,GAUDEP,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
H,3,GENCOR,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
H,3,HELPAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
H,3,HIECAE,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
H,3,HIEPIL,3,,,,,,4,,,,,,4,,,,,,4,,,,,,5,,,,,,4,,,,,,,
H,3,HYPRAD,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
H,3,LEUFRA,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
H,3,LINCAT,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
H,3,LITTER,1,,,,,,2,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
H,3,LUZRUF,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
H,3,MICUNI,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
H,3,MOSS,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
H,3,OZOGEO,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
H,3,OZOVAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
H,3,PIMORE,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
H,3,PIMSER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
H,3,POACOL,1,,,,,,2,,,,,,2,1,,,,,2,,,,,,1,1,,,,,1,1,,,,,cattle,L
H,3,PRACOL,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
H,3,RAOHOO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
H,3,RAOSUB,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
H,3,ROCK,,,,,,,1,,,,,,1,,,,,,2,,,,,,2,,,,,,1,,,,,,,
H,3,RUMACE,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
H,3,RYTSET,,,,,,,,,,,,,,,,,,,1,,,,,,2,1,,,,,1,1,,,,,cattle,L
H,3,STEGRA,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
H,3,TRIDUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
H,3,TRIREP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
H,3,VEGETATION,4,1,,,,,5,1,,,,,6,1,,,,,5,1,,,,,5,1,,,,,5,1,,,,,,
H,3,VIOCUN,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
H,3,WAHALB,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
H,4,ACRCOL,,,,,,,,,,,,,,,,,,,3,1,,,,,3,1,,,,,2,1,,,,,,
H,4,ANABEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
H,4,ANIARO,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
H,4,ANTODO,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
H,4,BARE GROUND,2,,,,,,2,,,,,,3,,,,,,2,,,,,,2,,,,,,2,,,,,,,
H,4,BRABEL,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
H,4,BRASIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
H,4,CELGRA,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
H,4,CELSPE,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
H,4,CRALAN,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
H,4,DEYAVE,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
H,4,EPIALS,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
H,4,FESNOV,1,1,,,,,2,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,2,1,,,,,,
H,4,GENCOR,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
H,4,GERSES,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
H,4,HIECAE,,,,,,,2,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
H,4,HIEPIL,3,,,,,,3,,,,,,3,,,,,,4,,,,,,3,,,,,,4,,,,,,,
H,4,HYPRAD,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
H,4,KOENOV,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
H,4,LEUFRA,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
H,4,LITTER,1,,,,,,2,,,,,,2,,,,,,1,,,,,,1,,,,,,1,,,,,,,
H,4,LUZRUF,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
H,4,MELALP,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,hare,H
H,4,PIMORE,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
H,4,PIMSER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
H,4,POACOL,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
H,4,RAOSUB,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
H,4,ROCK,5,,,,,,3,,,,,,3,,,,,,3,,,,,,2,,,,,,2,,,,,,,
H,4,RUMACE,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
H,4,RYTPUM,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
H,4,RYTSET,,,,,,,3,1,,,,,3,1,,,,,2,1,,,,,2,1,,,,,1,1,,,,,hare,L
H,4,SCLUNI,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
H,4,THELON,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
H,4,VEGETATION,4,1,,,,,5,1,,,,,5,1,,,,,5,1,,,,,5,2,,,,,5,2,,,,,,
H,4,WAHALB,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,1,AGRCAP,1,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,2,1,,,,,,
I,1,ANTODO,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,1,,,,,1,1,,,,,,
I,1,APHARV,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
I,1,ARESER,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
I,1,BARE GROUND,2,,,,,,2,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,1,BROHOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
I,1,CERFON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
I,1,CHEPUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
I,1,CRECAP,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,1,1,,,,,
I,1,DACGLO,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,1,,,,2,1,1,,,,,
I,1,DIAARM,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,1,ECHVUL,,,,,,,,,,,,,1,1,,,,,1,2,,,,,1,1,1,,,,1,1,1,,,,,
I,1,ELYAFR,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,1,EPICIN,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
I,1,FESNOV,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,
I,1,GALAPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,
I,1,GERSES,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,1,HIEPIL,6,,,,,,6,,,,,,6,,,,,,6,,,,,,6,,,,,,6,,,,,,,
I,1,HOLLAN,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,1,,,,,1,1,,,,,,
I,1,HYPRAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
I,1,LINCAT,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,1,LITTER,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,1,MELALP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,hare,H
I,1,MICUNI,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,1,OROMIN,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,1,POACIT,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,1,POAPRA,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,
I,1,ROCK,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,1,ROSRUB,,,,,,,1,,2,,,,1,2,3,,,,2,3,3,2,,,2,2,3,2,,,2,2,3,2,1,,cattle,M
I,1,RUMACE,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,1,RYTCLA,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,1,RYTSET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,cattle,M
I,1,THELON,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,1,TRIARV,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
I,1,TRIDUB,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,1,TRIPRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
I,1,TRIREP,1,,,,,,1,,,,,,2,,,,,,1,,,,,,1,,,,,,1,1,,,,,,
I,1,UNCSP,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
I,1,VEGETATION,6,,,,,,6,1,2,,,,6,2,3,,,,6,3,3,,,,6,2,3,,,,6,2,3,,,,,
I,1,VERTHA,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,
I,1,WAHALB,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,2,ACACAE,,,,,,,1,,,,,,1,,,,,,2,,,,,,1,,,,,,1,,,,,,,
I,2,AGRCAP,3,,,,,,4,1,,,,,3,1,,,,,3,1,,,,,3,1,,,,,3,1,,,,,deer,L
I,2,ANAARV,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,2,ANIFIL,,,,,,,,,,,,,1,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,
I,2,ANTODO,3,,,,,,3,1,,,,,3,1,,,,,2,1,,,,,2,1,,,,,2,1,,,,,,
I,2,APHARV,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,2,BARE GROUND,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,2,BULHOO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,
I,2,CAROVA,3,,,,,,2,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,2,CELGRA,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
I,2,CERFON,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,2,CRECAP,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,1,,,,,,
I,2,CYNCRI,3,1,,,,,2,1,,,,,2,1,,,,,2,1,,,,,1,1,,,,,1,1,,,,,,
I,2,DACGLO,2,,,,,,2,1,,,,,2,1,,,,,3,1,,,,,2,1,,,,,2,1,,,,,,
I,2,DIAARM,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
I,2,ECHVUL,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
I,2,ELYAFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
I,2,EPISP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
I,2,FESNOV,,,,,,,,,,,,,3,1,,,,,2,1,,,,,2,1,,,,,2,1,,,,,hare,L
I,2,FESRUB,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
I,2,GALAPA,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,2,GERSES,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
I,2,HIECAE,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,2,HIEPIL,,,,,,,,,,,,,1,,,,,,4,,,,,,5,,,,,,6,,,,,,,
I,2,HOLLAN,,,,,,,,,,,,,1,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,
I,2,HYMTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
I,2,HYPRAD,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
I,2,ISOSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
I,2,JUNBUF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
I,2,KOENOV,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
I,2,LEUFRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
I,2,LINCAT,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,2,LITTER,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,2,LUZRUF,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,2,MYODIS,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,2,OROMIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
I,2,PIMORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
I,2,POACIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
I,2,POACOL,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,2,POAPRA,1,,,,,,3,1,,,,,3,1,,,,,2,1,,,,,1,1,,,,,1,1,,,,,,
I,2,POASP,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,2,PRUVUL,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,2,RAOHOO,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
I,2,RAOSUB,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
I,2,ROCK,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
I,2,ROSRUB,,,,,,,,,,,,,2,3,3,2,,,3,3,4,3,1,,2,3,3,2,1,,1,2,3,3,1,,cattle,M
I,2,RUMACE,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,1,,,,,1,1,,,,,,
I,2,RYTSET,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
I,2,THELON,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
I,2,TRIARV,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
I,2,TRIDUB,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
I,2,TRIPRA,1,,,,,,2,,,,,,2,1,,,,,2,1,,,,,1,1,,,,,2,1,,,,,,
I,2,TRIREP,3,,,,,,3,,,,,,3,,,,,,2,,,,,,2,,,,,,2,1,,,,,,
I,2,VEGETATION,6,,,,,,6,1,,,,,6,3,3,,,,6,3,4,,,,6,3,3,,,,6,3,3,,,,,
I,2,VERSER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
I,2,WAHALB,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,3,ACACAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
I,3,ACRCOL,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
I,3,AGRCAP,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,
I,3,ANTODO,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,3,BARE GROUND,5,,,,,,4,,,,,,5,,,,,,5,,,,,,3,,,,,,,,,,,,,
I,3,BRABEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
I,3,CELGRA,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
I,3,CERFON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
I,3,CRAINC,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
I,3,DACGLO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
I,3,DEYAVE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
I,3,DIAARM,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,hare,L
I,3,DICCRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
I,3,ELYAFR,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
I,3,FESNOV,,,,,,,,,,,,,,,,,,,1,,,,,,2,2,1,,,,2,2,1,,,,hare,L
I,3,GERSES,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,3,HIECAE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
I,3,HIEPIL,4,,,,,,4,,,,,,4,,,,,,3,,,,,,4,,,,,,6,,,,,,,
I,3,HOLLAN,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
I,3,HYPPER,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
I,3,HYPRAD,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
I,3,KOENOV,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,3,LEUFRA,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,3,LINCAT,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
I,3,LITTER,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,
I,3,MELALP,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,hare,M
I,3,MUECOM,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,hare,M
I,3,ORCSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
I,3,OZOVAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
I,3,PIMORE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
I,3,POACOL,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,hare,L
I,3,PRACOL,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
I,3,RAOHOO,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,3,RAOSUB,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
I,3,ROCK,2,,,,,,3,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,
I,3,ROSRUB,,,,,,,,,,,,,1,1,,,,,1,1,1,,,,1,2,2,,,,1,2,2,1,,,,
I,3,RUMACE,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,3,RYTPUM,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
I,3,RYTSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
I,3,THELON,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
I,3,TRIPRA,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
I,3,TRIREP,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,3,UNCSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
I,3,VEGETATION,4,,,,,,4,,,,,,4,1,,,,,4,1,1,,,,5,2,2,,,,6,2,2,,,,,
I,3,WAHALB,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,4,AGRCAP,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,4,ANIFIL,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
I,4,ANTODO,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,4,BARE GROUND,5,,,,,,5,,,,,,5,,,,,,3,,,,,,3,,,,,,4,,,,,,,
I,4,BRABEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
I,4,CELGRA,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,4,DEYAVE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
I,4,DIAARM,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,4,ECHVUL,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,1,1,,,,,,
I,4,FESNOV,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,4,GERSES,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,4,HIECAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
I,4,HIEPIL,4,,,,,,4,,,,,,4,,,,,,4,,,,,,4,,,,,,4,,,,,,,
I,4,HIEPRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
I,4,HOLLAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
I,4,KOENOV,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,4,LEUFRA,,,,,,,1,,,,,,1,,,,,,2,,,,,,2,,,,,,1,,,,,,,
I,4,LINCAT,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,4,LITTER,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,4,LUZRUF,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
I,4,MELALP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,hare,H
I,4,MOSS,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,4,MUECOM,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,hare,M
I,4,PIMORE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
I,4,POACOL,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,4,RAOAUS,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,4,RAOHOO,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
I,4,ROCK,1,,,,,,1,,,,,,1,,,,,,2,,,,,,2,,,,,,2,,,,,,,
I,4,ROSRUB,,,,,,,1,,,,,,1,,,,,,1,2,2,,,,1,1,1,,,,1,1,1,1,,,,
I,4,RUMACE,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,4,RYTPUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,cattle,L
I,4,THELON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
I,4,TRIPRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
I,4,TRIREP,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,4,UNCSP,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
I,4,VEGETATION,4,,,,,,4,,,,,,4,,,,,,5,2,2,,,,4,1,1,,,,4,1,1,,,,,
I,4,VERTHA,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
I,4,WAHALB,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
J,1,ACAINE,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
J,1,ACRCOL,,,,,,,,,,,,,1,,,,,,2,,,,,,1,,,,,,1,,,,,,,
J,1,AGRCAP,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
